"_id","location.address.city","location.address.state","location.address.street1","location.address.street2","location.address.zipcode","location.geo.type","theaterId"
"59a47287cfa9a3a73e51ec7b","Jamaica","NY","JFK Access Road","","11430","Point",8088
"59a47287cfa9a3a73e51ec7c","El Paso","TX","6701 Convair Rd","","79925","Point",8119
"59a47287cfa9a3a73e51ec7d","Houston","TX","2800 North Terminal Rd.","","77032","Point",8089
"59a47287cfa9a3a73e51ec7e","Austin","TX","3600 Presidential Blvd","","78719","Point",8105
"59a47287cfa9a3a73e51ec7f","Minneapolis","MN","7150 Humphrey Drive","","55111","Point",8108
"59a47287cfa9a3a73e51ec80","Minneapolis","MN","7150 Humphrey Drive","","55111","Point",8127
"59a47287cfa9a3a73e51ec81","San Francisco","CA","275 S Airport Blvd","","94080","Point",8111
"59a47287cfa9a3a73e51ec82","Ames","IA","1220 S Duff Ave","","50010","Point",812
"59a47287cfa9a3a73e51ec83","Detroit","MI","11499 Conner Street","","48213","Point",8114
"59a47287cfa9a3a73e51ec84","Las Vegas","NV","5757 Wayne Newton Blvd","","89119","Point",8116
"59a47287cfa9a3a73e51ec85","Atlanta","GA","6000 N. Terminal Pkwy","","30320","Point",8118
"59a47287cfa9a3a73e51ec86","San Francisco","CA","275 S Airport Blvd","","94080","Point",8134
"59a47287cfa9a3a73e51ec87","Las Vegas","NV","5757 Wayne Newton Blvd","","89119","Point",8104
"59a47287cfa9a3a73e51ec88","Orlando","FL","One Airport Blvd.","","32827","Point",8121
"59a47287cfa9a3a73e51ec89","Tulsa","OK","7777 East Apache Street","","74115","Point",8125
"59a47287cfa9a3a73e51ec8a","Orlando","FL","One Airport Blvd.","","32827","Point",8126
"59a47287cfa9a3a73e51ec8b","San Francisco","CA","275 S Airport Blvd","","94080","Point",8112
"59a47287cfa9a3a73e51ec8c","Orlando","FL","One Airport Blvd.","","32827","Point",8128
"59a47287cfa9a3a73e51ec8d","Cheektowaga","NY","4200 Genesee Street","","14225","Point",8095
"59a47287cfa9a3a73e51ec8e","Jamaica","NY","JFK Access Road","","11430","Point",8130
"59a47287cfa9a3a73e51ec8f","Columbus","OH","4600 International Gateway","","43219","Point",8132
"59a47287cfa9a3a73e51ec90","Las Vegas","NV","5757 Wayne Newton Blvd","","89119","Point",8131
"59a47287cfa9a3a73e51ec91","San Francisco","CA","275 S Airport Blvd","","94080","Point",8145
"59a47287cfa9a3a73e51ec92","Los Angeles","CA","1 World Way","","90045","Point",8135
"59a47287cfa9a3a73e51ec93","San Antonio","TX","9800 Airport Boulevard","","78216","Point",8137
"59a47287cfa9a3a73e51ec94","Honolulu","HI","300 Rodgers Boulevard","","96819","Point",8139
"59a47287cfa9a3a73e51ec95","San Antonio","TX","9800 Airport Boulevard","","78216","Point",8138
"59a47287cfa9a3a73e51ec96","Bolingbrook","IL","315 N Weber Rd","","60490","Point",813
"59a47287cfa9a3a73e51ec97","Atlanta","GA","6000 N. Terminal Pkwy","","30320","Point",8141
"59a47287cfa9a3a73e51ec98","Honolulu","HI","300 Rodgers Boulevard","","96819","Point",8140
"59a47287cfa9a3a73e51ec99","Atlanta","GA","6000 N. Terminal Pkwy","","30320","Point",8142
"59a47287cfa9a3a73e51ec9a","Little Rock","AR","One Airport Drive","","72202","Point",8144
"59a47287cfa9a3a73e51ec9b","Ft. Lauderdale","FL","100 Aviation Blvd.","","33315","Point",8143
"59a47287cfa9a3a73e51ec9c","S. Burlington","VT","1200 Airport Drive","","5403","Point",8159
"59a47287cfa9a3a73e51ec9d","San Francisco","CA","275 S Airport Blvd","","94080","Point",8146
"59a47287cfa9a3a73e51ec9e","Oakland","CA","9 Airport Dr.","","94621","Point",8149
"59a47287cfa9a3a73e51ec9f","Savannah","GA","400 Airways Avenue","","31408","Point",8147
"59a47287cfa9a3a73e51eca0","Chicago","IL","2100 N Elston Ave","","60614","Point",814
"59a47287cfa9a3a73e51eca1","Dallas","TX","3200 East Airfield Drive","","75261","Point",8150
"59a47287cfa9a3a73e51eca2","Honolulu","HI","300 Rodgers Boulevard","","96819","Point",8153
"59a47287cfa9a3a73e51eca3","Honolulu","HI","300 Rodgers Boulevard","","96819","Point",8152
"59a47287cfa9a3a73e51eca4","Warwick","RI","2000 Post Road","","2886","Point",8156
"59a47287cfa9a3a73e51eca5","Warwick","RI","2000 Post Road","","2886","Point",8157
"59a47287cfa9a3a73e51eca6","Las Vegas","NV","5757 Wayne Newton Blvd","","89119","Point",8117
"59a47287cfa9a3a73e51eca7","Rochester","NY","1200 Brooks Ave","","14624","Point",8158
"59a47287cfa9a3a73e51eca8","Kansas City","MO","601 Brasilia Avenue","","64153","Point",8160
"59a47287cfa9a3a73e51eca9","Kansas City","MO","601 Brasilia Avenue","","64153","Point",8161
"59a47287cfa9a3a73e51ecaa","San Diego","CA","3665 N. Harbor Drive","","92101","Point",8164
"59a47287cfa9a3a73e51ecab","Portland","ME","1001 Westbrook Street","","4102","Point",8162
"59a47287cfa9a3a73e51ecac","San Diego","CA","3665 N. Harbor Drive","","92101","Point",8165
"59a47287cfa9a3a73e51ecad","San Diego","CA","3665 N. Harbor Drive","","92101","Point",8166
"59a47287cfa9a3a73e51ecae","San Diego","CA","3665 N. Harbor Drive","","92101","Point",8167
"59a47287cfa9a3a73e51ecaf","Charlotte","NC","5501 R C Josh Birmingham Parkway","","28208","Point",8169
"59a47287cfa9a3a73e51ecb0","Vero Beach","FL","6156 20th St","","32966","Point",816
"59a47287cfa9a3a73e51ecb1","Atlanta","GA","6000 N. Terminal Pkwy","","30320","Point",8170
"59a47287cfa9a3a73e51ecb2","Bentonville","AR","1 Airport Boulevard #100","","72712","Point",8173
"59a47287cfa9a3a73e51ecb3","Detroit","MI","11499 Conner Street","","48213","Point",8177
"59a47287cfa9a3a73e51ecb4","Las Vegas","NV","5757 Wayne Newton Blvd","","89119","Point",8174
"59a47287cfa9a3a73e51ecb5","Paducah","KY","5101 Hinkleville Rd","","42001","Point",817
"59a47287cfa9a3a73e51ecb6","Sacramento","CA","6900 Airport Boulevard","","95837","Point",8180
"59a47287cfa9a3a73e51ecb7","Grand Rapids","MI","5500 44th Street Southeast","","49512","Point",8181
"59a47287cfa9a3a73e51ecb8","Grand Rapids","MI","5500 44th Street Southeast","","49512","Point",8182
"59a47287cfa9a3a73e51ecb9","Honolulu","HI","300 Rodgers Boulevard","","96819","Point",8183
"59a47287cfa9a3a73e51ecba","San Francisco","CA","275 S Airport Blvd","","94080","Point",8184
"59a47287cfa9a3a73e51ecbb","Pittsburgh","PA","Landside Terminal, 4th Floor, Mezz PO Box 12370","","15231","Point",8186
"59a47287cfa9a3a73e51ecbc","Raleigh","NC","5220 Capital Boulevard","","27616","Point",821
"59a47287cfa9a3a73e51ecbd","Greer","SC","2000 GSP Drive, Suite 1","","29651","Point",8188
"59a47287cfa9a3a73e51ecbe","Middletown","PA","1 Terminal Dr","","17057","Point",8190
"59a47287cfa9a3a73e51ecbf","Cranberry Township","PA","1000 Cranberry Square Dr","","16066","Point",825
"59a47287cfa9a3a73e51ecc0","Las Vegas","NV","5757 Wayne Newton Blvd","","89119","Point",8192
"59a47287cfa9a3a73e51ecc1","Jacksonville","FL","2400 Yankee Clipper Drive","","32218","Point",8193
"59a47287cfa9a3a73e51ecc2","Las Vegas","NV","5757 Wayne Newton Blvd","","89119","Point",8194
"59a47287cfa9a3a73e51ecc3","San Marcos","TX","1050 Mckinley Place Dr","Suite 280","78666","Point",828
"59a47287cfa9a3a73e51ecc4","Germantown","MD","20914 Frederick Rd","","20876","Point",819
"59a47287cfa9a3a73e51ecc5","Pittsburgh","PA","Landside Terminal, 4th Floor, Mezz PO Box 12370","","15231","Point",8187
"59a47287cfa9a3a73e51ecc6","Marlborough","MA","769 Donald Lynch Blvd","","01752","Point",820
"59a47287cfa9a3a73e51ecc7","Patchogue","NY","499 N Service Rd","","11772","Point",824
"59a47287cfa9a3a73e51ecc8","Hartsdale","NY","299 N Central Ave","","10530","Point",822
"59a47287cfa9a3a73e51ecc9","Saugus","MA","1201 Broadway","","01906","Point",818
"59a47287cfa9a3a73e51ecca","Florence","SC","2701 David H Mcleod Blvd","","29501","Point",826
"59a47287cfa9a3a73e51eccb","New York","NY","1280 Lexington Ave","","10028","Point",835
"59a47287cfa9a3a73e51eccc","Atlanta","GA","6000 N. Terminal Pkwy","","30320","Point",8196
"59a47287cfa9a3a73e51eccd","El Paso","TX","815 Sunland Park Dr","","79912","Point",829
"59a47287cfa9a3a73e51ecce","Tacoma","WA","2214 S 48th St","","98409","Point",830
"59a47287cfa9a3a73e51eccf","Yakima","WA","2321 S 1st St","","98903","Point",831
"59a47287cfa9a3a73e51ecd0","Battle Creek","MI","12765 Harper Village Dr","Ste 160","49014","Point",840
"59a47287cfa9a3a73e51ecd1","St Louis","MO","8300 Eager Rd","","63144","Point",833
"59a47287cfa9a3a73e51ecd2","Niles","OH","5815 Youngstown Warren Rd","","44446","Point",834
"59a47287cfa9a3a73e51ecd3","Montgomery","AL","1580 N Eastern Blvd","","36117","Point",836
"59a47287cfa9a3a73e51ecd4","Denton","TX","1800 S Loop 288","Ste 102 Bldg 1","76205","Point",827
"59a47287cfa9a3a73e51ecd5","Lawrence","KS","2020 W 31st St","","66046","Point",837
"59a47287cfa9a3a73e51ecd6","Redding","CA","1010 Hilltop Dr","","96003","Point",838
"59a47287cfa9a3a73e51ecd7","Olympia","WA","625 Black Lake Blvd SW","Ste 200","98502","Point",839
"59a47287cfa9a3a73e51ecd8","Washington","DC","50 Massachusetts Avenue NE","","20002","Point",8500
"59a47287cfa9a3a73e51ecd9","Dover","DE","1165 N Dupont Hwy","","19901","Point",842
"59a47287cfa9a3a73e51ecda","Brighton","MI","8487 W Grand River Ave","","48116","Point",841
"59a47287cfa9a3a73e51ecdb","Merced","CA","1764 W Olive Ave","","95348","Point",844
"59a47287cfa9a3a73e51ecdc","San Jose","CA","3090 Stevens Creek Blvd","","95128","Point",851
"59a47287cfa9a3a73e51ecdd","Chino","CA","3873 Grand Ave","","91710","Point",846
"59a47287cfa9a3a73e51ecde","DeKalb","IL","2700 Crego Rd; I-88, West of the Peace Road exit Mile post 93","","60115","Point",8529
"59a47287cfa9a3a73e51ecdf","Morgantown","WV","3294 University Town Centre Dr","","26501","Point",832
"59a47287cfa9a3a73e51ece0","Lake Forest","IL","I-94, Between Illinois Routes 60 and 176 Mile post 18","","60045","Point",8532
"59a47287cfa9a3a73e51ece1","Gurnee","IL","6525 Grand Ave","","60031","Point",849
"59a47287cfa9a3a73e51ece2","Bloomfield","NJ","1339 North Broad Street","","7003","Point",8539
"59a47287cfa9a3a73e51ece3","Port St. Lucie","FL","Milepost 144; Florida Turnpike","","34983","Point",8511
"59a47287cfa9a3a73e51ece4","Folsom","CA","2445 Iron Point Rd","","95630","Point",845
"59a47287cfa9a3a73e51ece5","Belvidere","IL","I-90, East of Belvidere Toll Plaza Mile post 24","","61008","Point",8528
"59a47287cfa9a3a73e51ece6","Milford","CT","I-95 Southbound past exit 40","","6460","Point",8527
"59a47287cfa9a3a73e51ece7","Columbus","GA","2925 Manchester Expy","","31909","Point",843
"59a47287cfa9a3a73e51ece8","Carson City","NV","911 Topsy Ln","","89705","Point",850
"59a47287cfa9a3a73e51ece9","Aiea","HI","98-051 Kamehameha Hwy","","96701","Point",852
"59a47287cfa9a3a73e51ecea","Hinsdale","IL","5800 Tri State Toll Road","","60521","Point",8531
"59a47287cfa9a3a73e51eceb","Schiller Park","IL","I-94, South of Irving Park Road Mile post 38","","60176","Point",8534
"59a47287cfa9a3a73e51ecec","Corona","CA","2430 Tuscany St","","92881","Point",847
"59a47287cfa9a3a73e51eced","Greer","SC","2000 GSP Drive, Suite 1","","29651","Point",8556
"59a47287cfa9a3a73e51ecee","Atlantic City","NJ","2831 Boardwalk","","8401","Point",8542
"59a47287cfa9a3a73e51ecef","Houston","TX","7800 Airport Blvd","","77061","Point",8558
"59a47287cfa9a3a73e51ecf0","Darien","CT","I-95 Southbound past exit 10","","6820","Point",8545
"59a47287cfa9a3a73e51ecf1","Branford","CT","I-95 Northbound Branford pass exit 53","","6405","Point",8547
"59a47287cfa9a3a73e51ecf2","Honolulu","HI","300 Rodgers Boulevard","","96819","Point",8548
"59a47287cfa9a3a73e51ecf3","Las Vegas","NV","4500 West Tropicana Avenue","","89103","Point",8549
"59a47287cfa9a3a73e51ecf4","Panama City","FL","1000 E 23rd St","","32405","Point",857
"59a47287cfa9a3a73e51ecf5","Madison","WI","4000 International Ln","","53704","Point",8551
"59a47287cfa9a3a73e51ecf6","Oxon Hill","MD","201 Waterfront Street","","20745","Point",8600
"59a47287cfa9a3a73e51ecf7","Jackson","TN","1170 Vann Dr","","38305","Point",853
"59a47287cfa9a3a73e51ecf8","New Orleans","LA","2 Poydras St","","70130","Point",8602
"59a47287cfa9a3a73e51ecf9","Darien","CT","I-95 Northbound past exit 12","","6820","Point",8544
"59a47287cfa9a3a73e51ecfa","Houston","TX","7800 Airport Blvd","","77061","Point",8559
"59a47287cfa9a3a73e51ecfb","Myrtle Beach","SC","1145 Oak Forest Ln","","29577","Point",855
"59a47287cfa9a3a73e51ecfc","Bakersfield","CA","8300 Rosedale Hwy","","93312","Point",856
"59a47287cfa9a3a73e51ecfd","Irvine","CA","16171 Lake Forest Dr","","92618","Point",854
"59a47287cfa9a3a73e51ecfe","Bloomington","IN","2721 E 3rd St","","47401","Point",858
"59a47287cfa9a3a73e51ecff","Round Rock","TX","3201 S I H 35 ","Ste 600","78664","Point",859
"59a47287cfa9a3a73e51ed00","Richfield","MN","7601 Penn Ave South","","55423","Point",8553
"59a47287cfa9a3a73e51ed01","Grapevine","TX","1501 Gaylord Trail","","76051","Point",8601
"59a47287cfa9a3a73e51ed02","Long Beach","CA","4100 Donald Douglas Dr","","90808","Point",8557
"59a47287cfa9a3a73e51ed03","Chicago","IL","2233 S Martin L King Dr","","60616","Point",8605
"59a47287cfa9a3a73e51ed04","Chicago","IL","10000 Bessie Coleman Drive","","60018","Point",8608
"59a47287cfa9a3a73e51ed05","Nashville","TN","2800 Opryland Dr","","37214","Point",8611
"59a47287cfa9a3a73e51ed06","Charlottesville","VA","1615 Emmet St N","","22901","Point",860
"59a47287cfa9a3a73e51ed07","Rapid City","SD","2320 Haines Ave","","57701","Point",861
"59a47287cfa9a3a73e51ed08","Ocala","FL","2499 SW 27th Ave","","34471","Point",862
"59a47287cfa9a3a73e51ed09","Bend","OR","63455 N Highway 97","","97701","Point",863
"59a47287cfa9a3a73e51ed0a","San Antonio","TX","17414 La Cantera","Ste 106","78257","Point",864
"59a47287cfa9a3a73e51ed0b","Colma","CA","200 Colma Blvd","","94014","Point",873
"59a47287cfa9a3a73e51ed0c","Lufkin","TX","4505 S. Medford Dr","Suite 203","75901","Point",867
"59a47287cfa9a3a73e51ed0d","Farmington","NM","3520 E Main St","","87402","Point",866
"59a47287cfa9a3a73e51ed0e","West Lebanon","NH","274 Plainfield Rd","","03784","Point",868
"59a47287cfa9a3a73e51ed0f","Brockton","MA","200 Westgate Dr","","02301","Point",877
"59a47287cfa9a3a73e51ed10","Dubuque","IA","801 Wacker Dr","","52002","Point",878
"59a47287cfa9a3a73e51ed11","Scottsdale","AZ","15449 N. Hayden Rd.","","85262","Point",870
"59a47287cfa9a3a73e51ed12","Downey","CA","12118 Lakewood Blvd","","90242","Point",872
"59a47287cfa9a3a73e51ed13","Atlantic City","NJ","777 Harrah's Boulevard","","8401","Point",8809
"59a47287cfa9a3a73e51ed14","Wooster","OH","3906 Burbank Rd","","44691","Point",880
"59a47287cfa9a3a73e51ed15","Norman","OK","400 26th Ave Nw","","73069","Point",875
"59a47287cfa9a3a73e51ed16","Houston","TX","7034 Highway 6 N","","77095","Point",876
"59a47287cfa9a3a73e51ed17","Las Vegas","NV","3770 Las Vegas Boulevard South","","89109","Point",8815
"59a47287cfa9a3a73e51ed18","Chandler","AZ","3100 W Frye Rd","","85226","Point",869
"59a47287cfa9a3a73e51ed19","Las Vegas","NV","3900 Las Vegas Blvd South","","89119","Point",8803
"59a47287cfa9a3a73e51ed1a","Sandusky","OH","4210 Milan Rd","","44870","Point",879
"59a47287cfa9a3a73e51ed1b","Atlantic City","NJ","2100 Pacific Ave.","","8401","Point",8807
"59a47287cfa9a3a73e51ed1c","Twin Falls","ID","2068 Bridgeview Blvd","","83301","Point",874
"59a47287cfa9a3a73e51ed1d","Conroe","TX","501 Interstate 45 S","","77301","Point",865
"59a47287cfa9a3a73e51ed1e","Atlantic City","NJ","1900 Pacific Avenue","","8401","Point",8811
"59a47287cfa9a3a73e51ed1f","Las Vegas","NV","3700 West Flamingo Road","","89103","Point",8812
"59a47287cfa9a3a73e51ed20","Las Vegas","NV","3667 Las Vegas Boulevard South","","89109","Point",8813
"59a47287cfa9a3a73e51ed21","Paramus","NJ","1 Garden State Plaza","","07652","Point",887
"59a47287cfa9a3a73e51ed22","Laughlin","NV","2121 S Casino Dr.","","89029","Point",8817
"59a47287cfa9a3a73e51ed23","Las Vegas","NV","3790 Las Vegas Boulevard South","","89109","Point",8818
"59a47287cfa9a3a73e51ed24","Stuart","FL","2555 NW Federal Hwy","","34994","Point",881
"59a47287cfa9a3a73e51ed25","Minneapolis","MN","30 S. 7th St","","55402","Point",8918
"59a47287cfa9a3a73e51ed26","Holland","MI","3549 W Shore Dr","","49424","Point",883
"59a47287cfa9a3a73e51ed27","Gilroy","CA","7011 Camino Arroyo","","95020","Point",884
"59a47287cfa9a3a73e51ed28","Port Richey","FL","9409 Us Highway 19","","34668","Point",885
"59a47287cfa9a3a73e51ed29","Norwalk","CT","330 Connecticut Ave","Ste 4","06854","Point",886
"59a47287cfa9a3a73e51ed2a","San Marcos","CA","567 Grand Ave","","92069","Point",871
"59a47287cfa9a3a73e51ed2b","Rock Hill","SC","1775 Chamberside Dr","","29730","Point",894
"59a47287cfa9a3a73e51ed2c","Atlanta","GA","2537 Piedmont Rd NE","","30324","Point",890
"59a47287cfa9a3a73e51ed2d","Minneapolis","MN","1301 Second Avenue South","","55403","Point",8915
"59a47287cfa9a3a73e51ed2e","Kansas City","MO","601 Brasilia Avenue","","64153","Point",8916
"59a47287cfa9a3a73e51ed2f","Munhall","PA","680 Waterfront Dr E","","15120","Point",882
"59a47287cfa9a3a73e51ed30","Washington","UT","844 W Telegraph St","","84780","Point",891
"59a47287cfa9a3a73e51ed31","Chicago","IL","172 West Adams Street","","60603","Point",8920
"59a47287cfa9a3a73e51ed32","Janesville","WI","2850 Deerfield Dr","","53546","Point",892
"59a47287cfa9a3a73e51ed33","Burnsville","MN","14141 Aldrich Ave S","","55337","Point",8
"59a47287cfa9a3a73e51ed34","Hollywood","CA","6801 Hollywood Blvd","","90028","Point",8900
"59a47287cfa9a3a73e51ed35","Johnson City","TN","3222 Peoples St","","37604","Point",899
"59a47287cfa9a3a73e51ed36","Atlanta","GA","1210 Caroline St NE","","30307","Point",896
"59a47287cfa9a3a73e51ed37","Philadelphia","PA","2300 S. Christopher Columbus Blvd.","","19148","Point",898
"59a47287cfa9a3a73e51ed38","Dekalb","IL","2074 Sycamore Rd","","60115","Point",893
"59a47287cfa9a3a73e51ed39","Flowood","MS","194 Promenade Blvd","","39232","Point",938
"59a47287cfa9a3a73e51ed3a","Fenton","MO","717 Gravois Rd","","63026","Point",942
"59a47287cfa9a3a73e51ed3b","Valley Stream","NY","6 West Circle Dr","","11581","Point",950
"59a47287cfa9a3a73e51ed3c","Yuma","AZ","1364 S Yuma Palms Pkwy","","85365","Point",895
"59a47287cfa9a3a73e51ed3d","Idaho Falls","ID","2404 S 25th E","","83404","Point",944
"59a47287cfa9a3a73e51ed3e","Farmington Hills","MI","30830 Orchard Lake Rd","","48334","Point",897
"59a47287cfa9a3a73e51ed3f","Houma","LA","1640 Martin Luther King Blvd","Ste B","70360","Point",943
"59a47287cfa9a3a73e51ed40","Logan","UT","1475 N Main St","Ste 120","84341","Point",945
"59a47287cfa9a3a73e51ed41","Orange","CA","3741 W Chapman Ave","","92868","Point",947
"59a47287cfa9a3a73e51ed42","Pearland","TX","2632 Smith Ranch Rd","","77584","Point",948
"59a47287cfa9a3a73e51ed43","Abilene","TX","4310 Buffalo Gap Rd","","79606","Point",940
"59a47287cfa9a3a73e51ed44","Valparaiso","IN","91 Silhavy Rd","Ste 101","46383","Point",951
"59a47287cfa9a3a73e51ed45","Rochester Hills","MI","2651 S Rochester Rd","","48307","Point",949
"59a47287cfa9a3a73e51ed46","Baytown","TX","4620 Garth Rd","","77521","Point",952
"59a47287cfa9a3a73e51ed47","Arden","NC","10 McKenna Rd","","28704","Point",953
